/* DATA DESCRIPTION:
Citation:	Rojo, Maxence; Noer, Gunnar; Claud, Chantal (2019): Polar Low tracks in the Norwegian Sea and the Barents Sea from 1999 until 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.903058, 
	Supplement to: Rojo, Maxence; Claud, Chantal; Noer, Gunnar; Carleton, Andrew M (2019): In Situ Measurements of Surface Winds, Waves, and Sea State in Polar Lows Over the North Atlantic. Journal of Geophysical Research: Atmospheres, 124(2), 700-718, https://doi.org/10.1029/2017JD028079
Abstract:	List of Polar Low (PL) events over the Nordic seas and their associated tracking for the period November 1999 until March 2018 using AVHRR imagery.
Related to:	Rojo, Maxence; Claud, Chantal; Mallet, Paul-Etienne; Noer, Gunnar; Carleton, Andrew M; Vicomte, Marie (2015): Polar low tracks over the Nordic Seas: a 14-winter climatic analysis. Tellus Series A-Dynamic Meteorology and Oceanography, 67(1), 24660, https://doi.org/10.3402/tellusa.v67.24660
Coverage:	MEDIAN LATITUDE: 71.099792 * MEDIAN LONGITUDE: 17.603222 * SOUTH-BOUND LATITUDE: 51.000000 * WEST-BOUND LONGITUDE: -32.000000 * NORTH-BOUND LATITUDE: 81.000000 * EAST-BOUND LONGITUDE: 81.000000
	DATE/TIME START: 1999-12-19T04:16:00 * DATE/TIME END: 2019-05-03T05:46:00
Event(s):	NordicSeas_NAtlantic * LATITUDE: 71.600000 * LONGITUDE: 18.000000 * LOCATION: Nordic Seas * METHOD/DEVICE: Satellite remote sensing (SAT)
Parameter(s):	Identification (ID) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * COMMENT: PolarLowID
	DATE/TIME (Date/Time) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Season (Season) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Observation (Obs) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Optional value of approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Morphology (Morphology) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL at the time of observation, S = Spiraliform, C = Comma shaped, MGR = Merry-go-round, W = Wave system, U = Undefined, T = Transition between different forms, H = Hybrid, - = Systems don't appear completely on imagery
	Stage (Stage) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL development at the time of observation, F = Formation, M = Mature, D = Decay
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Specific mentions about PL
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Added from visual inspection of historical NOAA AVHRR images only, without support of observations or NWP
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Denotes uncertainties in visual inspection, and/or notes of the MET-NO list
	Pressure, atmospheric, minimum [hPa] (PPPP min) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Minimum pressure level recorded during PL lifecycle. Empty cells indicate that MSLP is not available.
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Maximum 10 minute 10m wind speed observed (in knots). Empty cells indicate that Max wind speed is omitted; #35 = 35-40
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Max 3 sec. gusts during PL lifecycle; #52 = 52(60)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	34555 data points
*/
ID (PolarLowID)	Date/Time	Season	Obs	Latitude	Longitude	Ø [km] (Approximative diameter of a c...)	Ø [km] (Optional value of approximati...)	Morphology (of PL at the time of observat...)	Stage (of PL development at the time...)	Comment (Specific mentions about PL)	Comment (Added from visual inspection ...)	Comment (Denotes uncertainties in visu...)	PPPP min [hPa] (Minimum pressure level record...)	ff gust [arbitrary units] (Maximum 10 minute 10m wind sp...)	ff gust [arbitrary units] (Max 3 sec. gusts during PL li...)
241	2017-11-28T08:20	2017/2018	9	73.0	20.5	600		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T10:01	2017/2018	10	73.2	20.0	570		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T11:41	2017/2018	11	73.0	19.0	600		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T12:19	2017/2018	12	72.8	18.0	620		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T13:58	2017/2018	13	72.5	20.0	600		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T18:13	2017/2018	14	72.0	22.5	600		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T19:52	2017/2018	15	71.9	23.0	600		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-29T02:10	2017/2018	16	72.2	25.0			S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-29T03:52	2017/2018	17	72.3	25.0	750		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-29T05:33	2017/2018	18	72.0	25.0	780		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-29T07:13	2017/2018	19	71.7	26.0	730		S	D	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-29T09:40	2017/2018	20	72.5	29.0	550		S	D	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-29T11:21	2017/2018	21	72.2	28.0	530		S	D	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
242	2017-12-02T21:49	2017/2018	1	72.8	-8.5	250		U	F	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T04:47	2017/2018	2	71.0	-4.5	350		U	F	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T06:27	2017/2018	3	70.8	-3.0	310		U	F	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T08:06	2017/2018	4	70.5	-2.5	320		U	F	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T11:22	2017/2018	5	70.3	-0.5	300		C	M	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T13:01	2017/2018	6	70.2	0.5	360		C	M	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T14:41	2017/2018	7	70.0	2.0	440		C	M	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T18:09	2017/2018	8	69.4	5.0	470		C	M	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T19:48	2017/2018	9	69.2	6.0	460		C	M	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-03T21:28	2017/2018	10	69.0	8.0			S	M	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-04T02:54	2017/2018	11	69.0	13.0	300		S	D	Shallow_meso_circulation_tops_at_<4km	-				
242	2017-12-04T04:36	2017/2018	12	68.5	15.5			S	D	Shallow_meso_circulation_tops_at_<4km	-				
243	2017-12-29T04:49	2017/2018	1	81.0	22.0	160		U	M	Small_eddy_N_of_Spitzbergen_Short_lived_only_one_observation	-		989		
244	2018-01-02T12:18	2017/2018	1	73.5	25.0	350		C	F	Baroclinic	-			39	47
244	2018-01-02T13:57	2017/2018	2	73.7	25.0	300		C	F	Baroclinic	-			39	47
244	2018-01-02T19:28	2017/2018	3	73.5	23.5	350		C	F	Baroclinic	-			39	47
244	2018-01-03T03:51	2017/2018	4	73.5	22.5	390		C	F	Baroclinic	-			39	47
244	2018-01-03T05:32	2017/2018	5	73.5	22.3	380		C	F	Baroclinic	-			39	47
244	2018-01-03T07:12	2017/2018	6	73.5	22.0	300		C	F	Baroclinic	-			39	47
244	2018-01-03T08:50	2017/2018	7	73.5	21.0	310		C	M	Baroclinic	-			39	47
244	2018-01-03T09:16	2017/2018	8	73.5	21.0	350		C	M	Baroclinic	-			39	47
244	2018-01-03T10:57	2017/2018	9	73.7	21.0	350		C	M	Baroclinic	-			39	47
244	2018-01-03T12:07	2017/2018	10	73.3	20.5	310		C	M	Baroclinic	-			39	47
244	2018-01-03T12:36	2017/2018	11	73.3	20.0	320		C	M	Baroclinic	-			39	47
244	2018-01-03T13:46	2017/2018	12	73.3	20.0	370		C	M	Baroclinic	-			39	47
244	2018-01-03T19:07	2017/2018	13	73.5	20.0	350		C	M	Baroclinic	-			39	47
244	2018-01-03T20:47	2017/2018	14	73.4	20.0			C	M	Baroclinic	-			39	47
244	2018-01-04T03:40	2017/2018	15	73.2	20.0	380		C	M	Baroclinic	-			39	47
244	2018-01-04T05:21	2017/2018	16	73.0	20.0	360		C	M	Baroclinic	-			39	47
244	2018-01-04T07:00	2017/2018	17	72.9	20.0	250		C	M	Baroclinic	-			39	47
244	2018-01-04T08:39	2017/2018	18	72.9	19.5	250		C	M	Baroclinic	-			39	47
244	2018-01-04T08:55	2017/2018	19	72.9	19.5	280		C	M	Baroclinic	-			39	47
244	2018-01-04T10:36	2017/2018	20	72.9	19.5	260		C	M	Baroclinic	-			39	47
244	2018-01-04T11:55	2017/2018	21	72.7	19.5	310		C	M	Baroclinic	-			39	47
244	2018-01-04T12:15	2017/2018	22	72.7	19.5	310		C	M	Baroclinic	-			39	47
244	2018-01-04T13:34	2017/2018	23	72.6	20.0	310		C	M	Baroclinic	-			39	47
244	2018-01-04T18:47	2017/2018	24	72.5	22.5	240		C	D	Baroclinic	-			39	47
244	2018-01-04T20:26	2017/2018	25	72.5	24.0	210		C	D	Baroclinic	-			39	47
245	2018-03-11T02:41	2017/2018	1	73.4	17.0			C	F	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T04:23	2017/2018	2	73.0	14.5	290		C	F	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T06:04	2017/2018	3	72.8	13.5	310		C	F	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T07:43	2017/2018	4	72.5	11.5	290		C	F	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T09:30	2017/2018	5	72.3	10.0	260		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T10:59	2017/2018	6	72.0	8.5	280		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T11:10	2017/2018	7	72.0	8.5	280		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T12:38	2017/2018	8	71.3	8.0	320		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T14:17	2017/2018	9	71.1	8.5	270		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T15:58	2017/2018	10	70.5	8.0	260		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T19:21	2017/2018	11	69.8	7.5	240		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-11T21:00	2017/2018	12	69.4	7.5	210		C	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-12T02:30	2017/2018	13	69.0	10.0	430		S	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-12T04:12	2017/2018	14	68.5	10.5	430		S	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-12T05:52	2017/2018	15	68.2	11.0	460		S	M	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-12T07:32	2017/2018	16	68.0	12.0	450		S	D	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-12T09:09	2017/2018	17	68.0	11.5	460		S	D	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-12T10:50	2017/2018	18	68.0	11.0	440		S	D	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
245	2018-03-12T12:27	2017/2018	19	68.8	11.5	470		S	D	Development_at_the_tip_of_an_occlusion_Good_case_for_EPS	-				
246	2018-03-25T03:22	2017/2018	1	72.3	25.5			-	F	Small_Short_lived	-		997	42	50
246	2018-03-25T05:03	2017/2018	2	71.7	27.0	310		C	M	Small_Short_lived	-		997	42	50
246	2018-03-25T06:43	2017/2018	3	71.6	26.5	250		C	M	Small_Short_lived	-		997	42	50
246	2018-03-25T08:22	2017/2018	4	71.2	25.5	220		C	M	Small_Short_lived	-		997	42	50
246	2018-03-25T09:40	2017/2018	5	70.7	25.5	200		C	D	Small_Short_lived	-		997	42	50
246	2018-03-25T11:38	2017/2018	6	70.1	24.5	200		C	D	Small_Short_lived	-		997	42	50
247	2018-04-05T20:43	2017/2018	1	72.5	17.0	410		C	F	Small_Good_case_for_EPS	-				
247	2018-04-06T02:43	2017/2018	2	71.9	13.5	410		C	F	Small_Good_case_for_EPS	-				
247	2018-04-06T04:25	2017/2018	3	71.7	12.0	250		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T06:05	2017/2018	4	71.6	11.5	280		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T07:45	2017/2018	5	71.3	10.0	250		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T08:51	2017/2018	6	71.2	9.5	270		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T10:32	2017/2018	7	70.8	9.0	310		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T11:01	2017/2018	8	70.5	9.0	290		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T12:12	2017/2018	9	70.2	9.0	310		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T12:39	2017/2018	10	70.2	8.5	310		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T14:19	2017/2018	11	70.0	9.5	330		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T16:00	2017/2018	12	69.9	10.0	340		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T18:43	2017/2018	13	69.5	9.5	290		C	M	Small_Good_case_for_EPS	-				
247	2018-04-06T20:22	2017/2018	14	69.4	10.5	220		C	M	Small_Good_case_for_EPS	-				
247	2018-04-07T02:31	2017/2018	15	69.0	13.5	280		C	M	Small_Good_case_for_EPS	-				
247	2018-04-07T04:13	2017/2018	16	68.8	15.0	280		C	D	Small_Good_case_for_EPS	-				
247	2018-04-07T05:54	2017/2018	17	68.5	15.0	270		C	D	Small_Good_case_for_EPS	-				
247	2018-04-07T08:30	2017/2018	18	68.3	15.5	270		C	D	Small_Good_case_for_EPS	-				
247	2018-04-07T10:11	2017/2018	19	68.2	16.0	270		-	D	Small_Good_case_for_EPS	-				
248	2018-04-06T20:22	2017/2018	1	73.5	20.0			C	F	Baroclinic	-		1003	40	
248	2018-04-07T02:31	2017/2018	2	72.5	21.0	360		C	M	Baroclinic	-		1003	40	
248	2018-04-07T04:13	2017/2018	3	72.0	21.5	310		C	M	Baroclinic	-		1003	40	
248	2018-04-07T05:54	2017/2018	4	71.8	22.0	260		C	M	Baroclinic	-		1003	40	
248	2018-04-07T07:33	2017/2018	5	71.7	21.0	250		C	M	Baroclinic	-		1003	40	
248	2018-04-07T08:30	2017/2018	6	71.4	20.0	250		C	M	Baroclinic	-		1003	40	
248	2018-04-07T10:11	2017/2018	7	71.3	20.0	250		C	M	Baroclinic	-		1003	40	
248	2018-04-07T11:51	2017/2018	8	71.2	20.5	270		C	M	Baroclinic	-		1003	40	
248	2018-04-07T12:28	2017/2018	9	71.2	21.0	250		C	M	Baroclinic	-		1003	40	
248	2018-04-07T14:07	2017/2018	10	71.0	21.5	290		C	F	Baroclinic	-		1003	40	
248	2018-04-07T18:23	2017/2018	11	70.7	21.5			-	F	Baroclinic	-		1003	40	
249	2018-11-24T03:12	2018/2019	1	72.7	46.0			C	F	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-24T04:54	2018/2019	2	72.7	46.0	230		C	F	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-24T08:49	2018/2019	3	73.0	46.0	240		C - W	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-24T11:30	2018/2019	4	73.6	44.5	370		T - W	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-24T13:08	2018/2019	5	74.0	44.0	390		T	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-24T18:41	2018/2019	6	74.5	43.0	350		T	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T04:42	2018/2019	7	74.0	37.5	420		S	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T06:23	2018/2019	8	73.7	35.5	460		S	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T08:28	2018/2019	9	73.5	34.5	460		S	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T10:09	2018/2019	10	73.0	34.0	500		S	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T11:49	2018/2019	11	72.8	32.5	500		S	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T12:57	2018/2019	12	72.7	31.5	530		S	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T14:36	2018/2019	13	71.8	33.0	580		S	D	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249	2018-11-25T18:21	2018/2019	14	70.5	35.0			-	D	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.b	2018-11-24T08:49	2018/2019	1	74.0	42.5	170		C - W	M	Small_PMC_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.b	2018-11-24T11:30	2018/2019	2	73.9	40.5	160		C	D	Small_PMC_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.c	2018-11-24T11:30	2018/2019	1	76.5	38.5	200		C - W	F	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.c	2018-11-24T13:08	2018/2019	2	76.5	38.0	220		C - W	F	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.c	2018-11-24T14:48	2018/2019	3	76.0	36.5	290		S	M	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.c	2018-11-24T18:41	2018/2019	4	75.2	35.0			-	D	Dual_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.d	2018-11-24T11:30	2018/2019	1	71.7	44.5	200		C - W	F	Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.d	2018-11-24T13:08	2018/2019	2	71.7	46.0	240		C - W	M	Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.d	2018-11-25T18:41	2018/2019	3	72.0	47.5	330		C - W	M	Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.e	2018-11-24T13:08	2018/2019	1	76.2	47.0	120		C - W	F	Small_PMC_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.e	2018-11-24T18:41	2018/2019	2	76.5	41.5	140		C - W	M	Small_PMC_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.e	2018-11-25T04:42	2018/2019	3	74.3	32.5	180		C - W	M	Small_PMC_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.e	2018-11-25T06:23	2018/2019	4	73.7	31.0	160		C - W	M	Small_PMC_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
249.e	2018-11-25T08:28	2018/2019	5	73.3	30.0	120		C - W	M	Small_PMC_Cold_air_outbreak_from_the_Kara_straight_Complex_Few_images_available	-	X			
250	2018-12-04T06:19	2018/2019	1	63.3	-18.0	400		C	F	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T07:58	2018/2019	2	63.3	-17.0	300		C	F	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T10:23	2018/2019	3	64.0	-16.0	350		C	F	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T12:03	2018/2019	4	64.3	-13.5	330		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T14:32	2018/2019	5	64.5	-11.0	380		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T16:13	2018/2019	6	64.5	-9.0	390		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T18:35	2018/2019	7	64.5	-7.0	470		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T20:14	2018/2019	8	65.0	-4.0	440		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-04T21:54	2018/2019	9	65.3	-1.5	450		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T04:26	2018/2019	10	65.0	3.5	420		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T06:07	2018/2019	11	65.0	6.0	450		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T07:47	2018/2019	12	66.0	8.0			C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T08:21	2018/2019	13	66.2	8.5	490		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T10:03	2018/2019	14	66.2	10.0	430		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T11:43	2018/2019	15	66.5	11.0	350		C	M	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T12:42	2018/2019	16	66.5	11.5	330		C	D	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T14:21	2018/2019	17	66.7	13.0	320		C	D	Comma_Lee-low_off_Iceland	-		988	43	69
250	2018-12-05T16:01	2018/2019	18	66.7	13.0			-	D	Comma_Lee-low_off_Iceland	-		988	43	69
251	2018-12-28T05:01	2018/2019	1	76.8	17.5	130		C	F	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T06:42	2018/2019	2	77.3	20.0	170		C	F	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T08:21	2018/2019	3	77.4	23.0	220		C	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T10:27	2018/2019	4	77.5	26.0	240		C	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T11:38	2018/2019	5	77.6	28.0	270		C	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T12:07	2018/2019	6	77.6	29.0			H	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T13:16	2018/2019	7	77.7	30.5	370		H	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T14:55	2018/2019	8	77.7	33.5	420		H	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-28T15:27	2018/2019	9	77.7	35.0			H	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-	X		45	
251	2018-12-28T18:38	2018/2019	10	77.7	38.0	390		H	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-29T05:21	2018/2019	11	78.0	52.0			C	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-	X		45	
251	2018-12-29T07:02	2018/2019	12	78.0	55.0			C	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-	X		45	
251	2018-12-29T13:05	2018/2019	13	78.5	62.0	400		C	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
251	2018-12-29T15:16	2018/2019	14	78.9	65.0			C	M	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-	X		45	
251	2018-12-29T18:18	2018/2019	15	78.9	66.0			C	D	Le-low_off_SE_tip_of_Spitsbergen_Cirrus_waves	-			45	
252	2018-12-29T21:37	2018/2019	1	69.7	-0.5			-	F	Shallow_Dual	-			35	53
252	2018-12-30T04:38	2018/2019	2	70.6	4.0	420		C	F	Shallow_Dual	-			35	53
252	2018-12-30T06:19	2018/2019	3	70.6	6.0	420		C	F	Shallow_Dual	-			35	53
252	2018-12-30T07:58	2018/2019	4	70.6	7.5	450		C	M	Shallow_Dual	-			35	53
252	2018-12-30T09:37	2018/2019	5	70.6	8.5	460		C	M	Shallow_Dual	-			35	53
252	2018-12-30T09:46	2018/2019	6	70.6	8.5	460		C	M	Shallow_Dual	-			35	53
252	2018-12-30T11:26	2018/2019	7	70.4	10.5	420		C	M	Shallow_Dual	-			35	53
252	2018-12-30T12:53	2018/2019	8	70.4	12.0	400		C	M	Shallow_Dual	-			35	53
252	2018-12-30T14:32	2018/2019	9	70.2	12.5	430		T	M	Shallow_Dual	-			35	53
252	2018-12-30T16:13	2018/2019	10	70.0	14.0			S	M	Shallow_Dual	-			35	53
252	2018-12-30T19:36	2018/2019	11	70.0	18.5			-	D	Shallow_Dual	-			35	53
252.b	2018-12-30T06:19	2018/2019	1	75.7	-3.0	260		C	F	Shallow_Dual	-				
252.b	2018-12-30T07:58	2018/2019	2	75.5	-2.5	270		C	M	Shallow_Dual	-				
252.b	2018-12-30T09:37	2018/2019	3	75.5	-2.0	300		C	M	Shallow_Dual	-				
252.b	2018-12-30T09:46	2018/2019	4	75.5	-2.0	300		C	M	Shallow_Dual	-				
252.b	2018-12-30T11:26	2018/2019	5	75.5	-2.0	350		C	M	Shallow_Dual	-				
252.b	2018-12-30T12:53	2018/2019	6	75.2	0.0	310		C	M	Shallow_Dual	-				
252.b	2018-12-30T14:32	2018/2019	7	75.2	-0.5	320		C	M	Shallow_Dual	-				
252.b	2018-12-30T16:13	2018/2019	8	75.2	2.0	360		C	M	Shallow_Dual	-				
